-1917861.343	-1597.53455	3389.08854	-1206.07844		
-7649.811	5243.88105	2173.09105	31.67769		
-23204717.367	-694.74764	-2543.95209	3010.82934		
-8601525.203	597.26083	4124.29275	3032.72188		
-39262968.108	1472.01984	2496.13550	2305.68074		
-37656928.613	-1395.72710	522.57926	1219.8023		
55417.233	-4729.43278	241.06220	-1386.75430		
-1122388.574	1613.74542	-1389.46971	-4742.37198		
11553321.88	-737.33302	4223.69658	-89.84823		
-3212166.768	-3498.93844	2123.53095	-2780.28445		
-127570.128	2443.27977	-2075.43783	-3115.11405		
537718.408	1399.38281	-2714.24422	-1999.26660		
159431.526	-1807.95598	4038.16007	-1984.43463		
-9621707.493	500.99426	2417.51767	2081.23547		
14954047.02	564.56372	4169.62120	3107.28151		
-1454978.047	-3606.22095	2202.63232	2555.27655		
12173.463	3494.94521	-2225.41218	3504.56634		
6235318.028	2819.10268	1215.19399	3031.84264		
-4022993.036	830.78873	1187.36734	2665.51499		
-13233537.348	-2407.50792	-987.75326	1168.97751		
-837955.460	2745.40696	3312.38455	561.61201		
66944.487	474.28039	1205.35801	-4546.03756		
9533469.996	-1675.28817	-797.14875	-3048.67319		
13126.101	1951.39223	-5027.13641	-1609.06073		
133490487.7	-1131.17750	-625.93077	614.81653		
11202.018	4552.11518	1485.42650	-1997.43144		
-8306318.912	32.85983	1869.79667	-2877.64543		
1563860.673	-3588.59466	2192.00472	2532.32304		
-4110249.075	-1688.88208	-2509.59158	997.39780		
-708432.828	142.71007	-2365.17339	3559.90481		
115758.347	-2583.62219	3876.78111	-1530.49081		
47117.768	-4410.11412	-1491.17613	1951.16572		
3060709.563	-3512.99151	2136.54197	-2789.00902		
125694.630	2887.19498	-1520.35002	-2929.00588		
-19909835.138	-1221.99104	-1430.21334	2886.63494		
-25600026.158	-795.89525	4094.06397	-148.43103		
8998492.144	-859.93100	-2675.58249	3049.08749		
6460340.213	134.47321	-3777.76920	-737.29613		
22635646.93	2030.13210	2786.99103	1094.12609		
14963823.85	-894.96828	3946.71389	-241.43049		
104200607.8	1424.84214	2420.76271	1954.22532		
-29025.051	3640.95418	2890.38428	-1299.38754		
-25923827.511	-1666.65137	-1236.38163	-177.16683		
4710.121	-2926.62377	1305.39588	4683.40996		
-72296468.140	1704.30580	2570.01705	1437.94150		
11488188.57	-1329.71266	-1480.67585	3122.43463		
30871.376	2993.13075	-3221.87772	2310.62018		
-6821341.595	539.11732	4204.18554	3168.98432		
4053215.384	520.10547	-3574.66707	-271.75382		
2364380.549	-1696.20051	1611.26783	2166.50206		
-5107799.845	-2806.42940	90.03200	-437.20618		
1152914.935	1613.29970	-1398.25374	-4728.63714		
14079228.61	1331.61419	-1428.22398	234.32978		
24148.390	2240.63930	2260.34015	-3797.81205		
14981240.13	-523.57471	-2437.64320	3040.87357		
-7746811.230	2751.33446	1231.49383	2975.90618		
-52402113.809	490.27870	-1222.02040	299.60165		
-9702053.744	214.47365	-3717.91494	-621.72796		
6998066.913	43.26692	1953.11104	-2943.24995		
-11022424.436	-1649.80829	-755.81754	-2992.38699		
